"schoolid";"program%.engineering_technology";"demographics.ethn.non_resident_alien";"program%.english";"program%.resources";"demographics.ethn.black";"program%.social_science";"program%.philosophy_religious";"demographics.ethn.asian";"program%.humanities";"demographics.ethn.white";"attendance.academic_year";"tuition.out_of_state";"program%.ethnic_cultural_gender";"aid.federal_loan_rate";"program%.public_administration_social_service";"act_scores.midpoint.writing";"school.name";"demographics.ethn.two_or_more";"size";"grad_students";"program%.computer";"program%.engineering";"act_scores.midpoint.cumulative";"program%.biological";"program%.communication";"aid.loan_principal";"sat_scores.average.overall";"net_price.private.by_income_level.75001-110000";"act_scores.midpoint.english";"program%.communications_technology";"program%.mechanic_repair_technology";"aid.median_debt.income.30001_75000";"aid.median_debt.completers.overall";"program%.business_marketing";"program%.physical_science";"program%.library";"tuition.in_state";"program%.history";"program%.military";"net_price.private.by_income_level.110001-plus";"demographics.ethn.nhpi";"program%.mathematics";"program%.science_technology";"program%.transportation";"program%.legal";"program%.construction";"share_25_older";"aid.median_debt.income.greater_than_75000";"program%.architecture";"program%.psychology";"demographics.age_entry";"sat_scores.midpoint.writing";"program%.multidiscipline";"sat_scores.midpoint.math";"net_price.private.by_income_level.48001-75000";"program%.parks_recreation_fitness";"demographics.median_family_income";"demographics.female_share";"act_scores.midpoint.math";"program%.health";"aid.median_debt.noncompleters";"program%.education";"program%.security_law_enforcement";"program%.theology_religious_vocation";"program%.language";"program%.visual_performing";"aid.median_debt.income.0_30000";"avg_net_price.private";"net_price.private.by_income_level.30001-48000";"school.ft_faculty_rate";"demographics.ethn.aian";"demographics.ethn.hispanic";"program%.precision_production";"sat_scores.midpoint.critical_reading";"admission_rate.overall";"program%.agriculture";"demographics.ethn.unknown";"net_price.private.by_income_level.0-30000";"program%.family_consumer_science";"demographics.avg_family_income";"program%.personal_culinary";"school.faculty_salary";"aid.students_with_any_loan";"avg_net_price.public";"avg_net_price.program_year";"avg_net_price.other_academic_year";"net_price.public.by_income_level.0-30000";"net_price.public.by_income_level.30001-48000";"net_price.public.by_income_level.48001-75000";"net_price.public.by_income_level.75001-110000";"net_price.public.by_income_level.110001-plus";"attendance.program_year";"tuition.program_year"
100663;0.0;0.0179;0.0158;0.0;0.2626;0.0365;0.005;0.0598;0.0135;0.5786;22684;18368;0.0005;0.5179;0.0221;0.0;"University of Alabama at Birmingham";0.0387;12047;7166.0;0.0131;0.0599;25.0;0.0734;0.036;14979.5;1125.0;0.0;26.0;0.0;0.0;14560.0;21833.0;0.2072;0.0212;0.0;8040;0.0162;0.0;0.0;0.0004;0.009;0.0;0.0;0.0;0.0;0.2363;14375.0;0.0;0.0766;23;0.0;0.0;575.0;0.0;0.0;34489;0.6390907397;23.0;0.25;9500.0;0.0748;0.0243;0.0;0.0059;0.0392;15449.0;0.0;0.0;0.8918;0.0028;0.0309;0.0;560.0;0.5814;0.0;0.0083;0.0;0.0;51306;0.0;10517;0.8574622694;16475.0;"";"";13849.0;15385.0;18022.0;18705.0;19319.0;"";""
104151;0.0022;0.1264;0.02;0.0102;0.0384;0.0989;0.0068;0.071;0.0004;0.5081;23931;26470;0.0056;0.4095;0.0;0.0;"Arizona State University-Tempe";0.0401;42224;9392.0;0.04;0.113;25.0;0.0817;0.0396;14000.0;1147.0;0.0;25.0;0.0;0.0;14000.0;20000.0;0.2454;0.0134;0.0;10370;0.0079;0.0;0.0;0.0023;0.0101;0.0;0.0;0.0108;0.0;0.1231;13227.0;0.0188;0.0439;24;0.0;0.0636;585.0;0.0;0.0011;35851;0.5568306611;26.0;0.0092;8500.0;0.0517;0.0;0.0;0.0112;0.0729;15000.0;0.0;0.0;0.9201;0.0112;0.1958;0.0;565.0;0.825;0.0;0.0066;0.0;0.0215;56365;0.0;11068;0.7940918076;11572.0;"";"";6598.0;8302.0;14194.0;15564.0;17592.0;"";""
104179;0.0019;0.068;0.0177;0.0132;0.0389;0.0864;0.0111;0.0546;0.0007;0.5132;24633;34967;0.0089;0.3986;0.0121;0.0;"University of Arizona";0.0451;33402;9467.0;0.0293;0.0725;0.0;0.1042;0.0422;13000.0;0.0;0.0;0.0;0.0;0.0;12831.5;19000.0;0.1471;0.0263;0.0;11769;0.0106;0.0;0.0;0.0027;0.0145;0.0;0.0;0.002;0.0;0.0797;12875.5;0.0194;0.0668;21;0.0;0.0702;0.0;0.0;0.005;43043;0.5628539071;0.0;0.0746;7500.0;0.0435;0.0138;0.0;0.0296;0.0357;13033.0;0.0;0.0;0.7057;0.0117;0.2576;0.0;0.0;0.7862;0.0192;0.0081;0.0;0.0215;69476;0.0;10590;0.7928390975;16150.0;"";"";12914.0;14777.0;17715.0;19545.0;20103.0;"";""
106458;0.0103;0.0582;0.0112;0.0018;0.1357;0.0418;0.0013;0.0081;0.2517;0.7406;20872;14260;0.0;0.5281;0.0139;0.0;"Arkansas State University-Main Campus";0.021;9128;4246.0;0.0153;0.0162;24.0;0.0288;0.0351;12500.0;1090.0;0.0;23.0;0.0;0.0;12500.0;19500.0;0.1218;0.0076;0.0;8200;0.0054;0.0;0.0;0.0005;0.0058;0.0;0.0;0.0;0.0;0.1934;12000.0;0.0;0.0328;23;450.0;0.0004;560.0;0.0;0.04;33450;0.6108749161;24.0;0.173;9250.0;0.1173;0.0054;0.0;0.0058;0.0166;13000.0;0.0;0.0;0.7518;0.003;0.0255;0.0;509.0;0.704;0.0404;0.0073;0.0;0.0;46692;0.0;7016;0.7681808011;12418.0;"";"";10562.0;11111.0;13104.0;14955.0;15286.0;"";""
110404;0.0;0.0909;0.004;0.0;0.0143;0.004;0.0;0.427;0.0;0.286;63471;47577;0.0;0.1469;0.0;9.0;"California Institute of Technology";0.0633;979;1261.0;0.2249;0.3695;35.0;0.0723;0.0;11500.0;1555.0;21219.0;35.0;0.0;0.0;0.0;12178.5;0.004;0.1767;0.0;47577;0.004;0.0;42977.0;0.0;0.1406;0.0;0.0;0.0;0.0;0.002;14758.5;0.0;0.0;19;765.0;0.0;785.0;6781.0;0.0;44848;0.4565217391;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24702.0;5652.0;0.9308;0.0;0.1185;0.0;770.0;0.0807;0.0;0.0;3544.0;0.0;74238;0.0;19190;0.347826087;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
115409;0.0;0.111;0.0;0.0;0.0302;0.0052;0.0;0.193;0.0;0.3559;69355;52666;0.0052;0.3939;0.0;0.0;"Harvey Mudd College";0.0953;829;0.0;0.2228;0.3109;34.0;0.0674;0.0;21254.0;1496.0;21952.0;34.0;0.0;0.0;24588.0;23500.0;0.0;0.1606;0.0;52666;0.0;0.0;42967.0;0.0048;0.0933;0.0;0.0;0.0;0.0;0.0;19500.0;0.0;0.0;19;720.0;0.1295;770.0;25102.0;0.0;104805;0.4362745098;34.0;0.0;8832.0;0.0;0.0;0.0;0.0;0.0052;21936.5;30994.0;16726.0;0.9375;0.0036;0.158;0.0;730.0;0.1287;0.0;0.0483;15762.0;0.0;123783;0.0;13165;0.9215686275;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
115755;0.0;0.0137;0.0365;0.1592;0.0336;0.1083;0.011;0.0324;0.0683;0.429;23139;18369;0.0029;0.5504;0.0423;0.0;"Humboldt State University";0.0677;7956;521.0;0.011;0.0284;21.0;0.1135;0.0539;13600.0;983.0;0.0;21.0;0.0;0.0;12966.0;19002.0;0.0776;0.029;0.0;7209;0.0191;0.0;0.0;0.0023;0.0081;0.0;0.0;0.0;0.0;0.1837;14000.0;0.0;0.0724;22;0.0;0.0203;485.0;0.0;0.0579;26596;0.5871915719;21.0;0.0;8302.5;0.0;0.0;0.0;0.0069;0.0666;13771.5;0.0;0.0;0.5339;0.0102;0.3494;0.0;495.0;0.7709;0.0069;0.0617;0.0;0.0;42794;0.0;9051;0.7804269476;13515.0;"";"";10069.0;11248.0;15352.0;20130.0;22687.0;"";""
120254;0.0;0.0664;0.0287;0.043;0.0547;0.3176;0.0266;0.1415;0.0;0.4905;67046;51070;0.0143;0.4275;0.0;0.0;"Occidental College";0.0807;1957;0.0;0.0;0.0;30.0;0.1373;0.0;21000.0;1315.0;25494.0;31.0;0.0;0.0;22370.0;23215.0;0.0;0.0779;0.0;51070;0.0307;0.0;44977.0;0.001;0.0369;0.0;0.0;0.0;0.0;0.004;20500.0;0.0;0.0656;19;648.0;0.0656;660.0;17877.0;0.0348;76004;0.5845070423;29.0;0.0;9000.0;0.0;0.0;0.0;0.0553;0.0656;20355.0;27738.0;15258.0;0.7093;0.0;0.1472;0.0;650.0;0.4581;0.0;0.0179;11547.0;0.0;104313;0.0;11180;0.9366197183;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
121345;0.0;0.1125;0.0184;0.0395;0.0802;0.2237;0.0211;0.1429;0.0;0.3756;64870;49352;0.0237;0.1443;0.0421;0.0;"Pomona College";0.075;1547;0.0;0.0763;0.0;33.0;0.1711;0.0316;11700.0;1442.0;10346.0;33.0;0.0;0.0;9571.5;13400.0;0.0;0.1053;0.0;49352;0.0184;0.0;37440.0;0.0006;0.0789;0.0;0.0;0.0;0.0;0.0042;16000.0;0.0;0.0868;19;725.0;0.0132;720.0;6975.0;0.0;42689;0.5018867925;31.0;0.0;6950.0;0.0;0.0;0.0;0.0105;0.0395;7198.0;12873.0;3432.0;0.9612;0.0026;0.1551;0.0;720.0;0.0944;0.0;0.0556;5739.0;0.0;67046;0.0;12864;0.520754717;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
122409;0.0037;0.0606;0.017;0.0072;0.0406;0.108;0.0042;0.1367;0.0262;0.3359;22056;18244;0.0063;0.318;0.0325;0.0;"San Diego State University";0.0661;29398;4828.0;0.0148;0.0684;26.0;0.0389;0.074;13277.0;1132.0;0.0;25.0;0.0;0.0;12500.0;15000.0;0.2006;0.0123;0.0;7084;0.0072;0.0;0.0;0.0025;0.0139;0.0;0.0;0.0;0.0;0.1562;15000.0;0.0;0.0784;22;0.0;0.0211;565.0;0.0;0.0512;32530;0.5842020419;26.0;0.0857;8750.0;0.02;0.0482;0.0;0.0148;0.0458;12496.0;0.0;0.0;0.5287;0.0031;0.3134;0.0;545.0;0.3464;0.0;0.0411;0.0;0.0;53802;0.0;10249;0.5983879635;14585.0;"";"";8654.0;10735.0;14896.0;19468.0;21424.0;"";""
122597;0.0002;0.0624;0.0349;0.0084;0.049;0.0929;0.007;0.2777;0.0298;0.1937;22396;17644;0.0153;0.3565;0.0035;0.0;"San Francisco State University";0.0608;24882;3100.0;0.0186;0.0226;21.0;0.0729;0.0732;13000.0;979.0;0.0;20.0;0.0;0.0;12500.0;16711.5;0.256;0.0091;0.0;6484;0.0135;0.0;0.0;0.0042;0.0097;0.0;0.0;0.0;0.0;0.1955;13500.0;0.0;0.0453;22;0.0;0.0005;490.0;0.0;0.0504;27895;0.5840236686;21.0;0.0725;8500.0;0.0279;0.033;0.0;0.0123;0.075;12810.0;0.0;0.0;0.5086;0.0016;0.3088;0.0;485.0;0.682;0.0;0.0419;0.0;0.0154;43129;0.0;10045;0.6043392505;13655.0;"";"";9598.0;11085.0;15294.0;19531.0;21936.0;"";""
122755;0.0098;0.0699;0.0181;0.0115;0.0333;0.0616;0.0027;0.3584;0.0143;0.1783;22780;18578;0.0003;0.327;0.0101;0.0;"San Jose State University";0.0516;26253;5722.0;0.0238;0.1123;23.0;0.0251;0.0809;12865.5;1039.0;0.0;22.0;0.0;0.0;12587.5;15000.0;0.258;0.0115;0.0;7418;0.009;0.0;0.0;0.0041;0.005;0.0;0.0055;0.0;0.0;0.1973;13956.0;0.0;0.0619;22;0.0;0.0176;530.0;0.0;0.0296;29408;0.521976626;22.0;0.0795;9500.0;0.0393;0.026;0.0;0.0098;0.0769;12000.0;0.0;0.0;0.4024;0.0013;0.2645;0.0;505.0;0.5344;0.0;0.0386;0.0;0.0;44094;0.0;10093;0.5950203252;14376.0;"";"";10038.0;11577.0;15681.0;19808.0;22068.0;"";""
124292;0.0;0.0311;0.0;0.0;0.0026;0.0;0.0;0.0207;1.0;0.6891;35724;24500;0.0;0.7401;0.0;7.0;"Thomas Aquinas College";0.0674;386;0.0;0.0;0.0;28.0;0.0;0.0;17000.0;1249.0;21756.0;31.0;0.0;0.0;0.0;18000.0;0.0;0.0;0.0;24500;0.0;0.0;27413.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0265;17000.0;0.0;0.0;19;645.0;0.0;595.0;18059.0;0.0;97358;0.4868421053;26.0;0.0;5765.0;0.0;0.0;0.0;0.0;0.0;0.0;22811.0;16579.0;1.0;0.0026;0.1554;0.0;655.0;0.7461;0.0;0.0311;21525.0;0.0;109936;0.0;9080;0.0;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
126678;0.0;0.0777;0.0576;0.0461;0.0269;0.3167;0.0345;0.0417;0.023;0.6598;63600;50892;0.0307;0.3126;0.0;0.0;"Colorado College";0.0873;2084;13.0;0.0269;0.0;0.0;0.1747;0.0;19147.0;0.0;12715.0;0.0;0.0;0.0;19500.0;20497.5;0.0;0.0614;0.0;50892;0.025;0.0;44605.0;0.0;0.0345;0.0;0.0;0.0;0.0;0.0057;19500.0;0.0;0.0403;19;0.0;0.0269;0.0;4349.0;0.0;74864;0.6200607903;0.0;0.0;9000.0;0.0192;0.0;0.0;0.0173;0.0653;17500.0;23394.0;5523.0;0.897;0.0053;0.0902;0.0;0.0;0.1599;0.0;0.011;-1068.0;0.0;107642;0.0;11036;0.8358662614;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
126775;0.0;0.0603;0.0;0.0;0.0103;0.0093;0.0;0.0478;0.0;0.7447;31226;36172;0.0;0.4154;0.0;9.0;"Colorado School of Mines";0.055;4564;1459.0;0.0549;0.8799;31.0;0.0;0.0;21915.0;1354.0;0.0;31.0;0.0;0.0;23387.5;25000.0;0.0;0.0228;0.0;17842;0.0;0.0;0.0;0.0009;0.0331;0.0;0.0;0.0;0.0;0.0708;20321.0;0.0;0.0;20;605.0;0.0;690.0;0.0;0.0;95766;0.2837489252;31.0;0.0;9493.0;0.0;0.0;0.0;0.0;0.0;24848.0;0.0;0.0;0.8556;0.0024;0.0732;0.0;645.0;0.4035;0.0;0.0055;0.0;0.0;107141;0.0;10964;0.9191745486;27013.0;"";"";23542.0;23209.0;22525.0;28699.0;29476.0;"";""
126818;0.0187;0.035;0.023;0.0218;0.0235;0.0844;0.0012;0.0248;0.0141;0.7316;24885;28346;0.0015;0.4481;0.023;0.0;"Colorado State University-Fort Collins";0.0339;23497;6679.0;0.0214;0.0745;26.0;0.1077;0.0716;15000.0;1159.0;0.0;25.0;0.0;0.0;15500.0;20502.0;0.1485;0.0147;0.0;11052;0.0174;0.0;0.0;0.0013;0.01;0.0;0.0;0.0;0.0;0.0549;14962.5;0.0058;0.0432;21;0.0;0.0135;570.0;0.0;0.0766;63463;0.5496754868;25.0;0.0056;8250.0;0.0019;0.0041;0.0;0.0083;0.0421;16000.0;0.0;0.0;0.6805;0.0046;0.1206;0.0;565.0;0.7796;0.0535;0.0246;0.0;0.0919;85721;0.0;9480;0.8740639041;18318.0;"";"";11287.0;11474.0;15705.0;22814.0;24061.0;"";""
127185;0.0;0.0107;0.0417;0.0565;0.0105;0.1183;0.0148;0.0058;0.0282;0.4987;24298;17816;0.0121;0.4621;0.0;0.0;"Fort Lewis College";0.0773;3443;10.0;0.0;0.0296;22.0;0.0699;0.0;10500.0;1014.0;0.0;22.0;0.0;0.0;10800.0;18866.0;0.2137;0.0659;0.0;8104;0.0175;0.0;0.0;0.0015;0.0054;0.0;0.0;0.0;0.0;0.147;10848.0;0.0;0.078;21;0.0;0.0121;510.0;0.0;0.0914;41306;0.5287990196;21.0;0.0282;5500.0;0.0242;0.0;0.0;0.0108;0.082;10500.0;0.0;0.0;0.9474;0.2605;0.1112;0.0;520.0;0.9212;0.0;0.0238;0.0;0.0;57790;0.0;7152;0.7886029412;17012.0;"";"";12736.0;14254.0;15646.0;19844.0;20638.0;"";""
129020;0.0;0.0617;0.0236;0.0157;0.0579;0.1092;0.0013;0.1065;0.0364;0.5984;29128;35858;0.0034;0.4743;0.0002;0.0;"University of Connecticut";0.0282;19030;8397.0;0.0165;0.1029;29.0;0.0916;0.067;18750.0;1248.0;0.0;28.0;0.0;0.0;19500.0;21500.0;0.1295;0.0111;0.0;14066;0.0161;0.0;0.0;0.0006;0.0193;0.0;0.0;0.0;0.0;0.0308;19462.5;0.0019;0.0781;20;600.0;0.0188;630.0;0.0;0.0;67737;0.5309655084;28.0;0.1262;9250.0;0.0308;0.0;0.0;0.0113;0.0174;16590.0;0.0;0.0;0.7089;0.0016;0.0967;0.0;600.0;0.488;0.0316;0.0486;0.0;0.04;88097;0.0;12086;0.8510065393;21223.0;"";"";11626.0;12129.0;18522.0;23635.0;26870.0;"";""
130697;0.0;0.1006;0.071;0.0178;0.068;0.2678;0.0164;0.0728;0.0041;0.552;65443;50912;0.097;0.3013;0.0;0.0;"Wesleyan University";0.0542;2913;235.0;0.026;0.0;0.0;0.0697;0.0;15576.5;0.0;23992.0;0.0;0.0;0.0;17445.0;16875.0;0.0;0.0587;0.0;50912;0.0273;0.0;42819.0;0.0017;0.0423;0.0;0.0;0.0;0.0;0.028;16812.5;0.0;0.1557;19;0.0;0.0301;0.0;11996.0;0.0;60146;0.5581039755;0.0;0.0;6750.0;0.0;0.0;0.0;0.0082;0.1079;11030.0;24626.0;9805.0;0.883;0.001;0.103;0.0;0.0;0.1785;0.0;0.0467;5647.0;0.0;94846;0.0;11788;0.7385321101;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
130794;0.0;0.1073;0.0437;0.0165;0.0684;0.2688;0.0136;0.1727;0.0108;0.4617;66445;49480;0.0552;0.1057;0.0;0.0;"Yale University";0.0561;5471;6986.0;0.0559;0.0767;34.0;0.1061;0.0;12000.0;1502.0;13934.0;34.0;0.0;0.0;7500.0;12000.0;0.0;0.038;0.0;49480;0.0746;0.0;36367.0;0.0007;0.0416;0.0;0.0;0.0;0.0;0.0069;15000.0;0.0129;0.0595;19;750.0;0.0695;755.0;6551.0;0.0;44004;0.5006839945;33.0;0.0;8883.0;0.0;0.0;0.0;0.0194;0.0373;9500.0;19507.0;7929.0;0.7376;0.0057;0.1217;0.0;755.0;0.0632;0.0;0.0057;5171.0;0.0;80258;0.0;18333;0.4487004104;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
130943;0.0005;0.0405;0.0276;0.0246;0.0576;0.0943;0.0026;0.0514;0.0639;0.7278;24557;32250;0.0037;0.5118;0.029;9.0;"University of Delaware";0.0312;18510;3794.0;0.016;0.1015;26.0;0.043;0.0293;21250.0;1170.0;0.0;25.0;0.0;0.0;22106.0;24250.0;0.1746;0.0139;0.0;12830;0.0132;0.0;0.0;0.0008;0.0088;0.0;0.0002;0.0;0.0;0.041;21425.0;0.0014;0.0339;19;585.0;0.0167;585.0;0.0;0.0581;107127;0.585467128;25.0;0.1024;7500.0;0.0711;0.0;0.0;0.01;0.0223;19732.0;0.0;0.0;0.9759;0.001;0.0784;0.0;585.0;0.695;0.0156;0.0112;0.0;0.0218;124857;0.0;12175;0.9328719723;16736.0;"";"";11750.0;12038.0;13909.0;17736.0;22307.0;"";""
132903;0.0;0.0133;0.0208;0.0;0.114;0.0375;0.0018;0.0594;0.0405;0.511;21168;22467;0.0;0.4297;0.0141;0.0;"University of Central Florida";0.0389;55113;8365.0;0.0293;0.073;26.0;0.0494;0.0456;14500.0;1179.0;0.0;26.0;0.0;0.0;14385.5;18130.0;0.2006;0.0035;0.0;6368;0.0091;0.0;0.0;0.0021;0.0036;0.0;0.0;0.0183;0.0;0.2031;15000.0;0.0017;0.0847;23;560.0;0.0499;590.0;0.0;0.0;31400;0.5891445164;25.0;0.1587;8250.0;0.0794;0.0354;0.0;0.0019;0.0411;14250.0;0.0;0.0;0.9757;0.0017;0.254;0.0;585.0;0.4999;0.0;0.0056;0.0;0.0;47674;0.0;9509;0.69814608;15409.0;"";"";12270.0;13493.0;16163.0;18882.0;19274.0;"";""
133669;0.0005;0.027;0.0243;0.0;0.1993;0.0708;0.0022;0.0404;0.0741;0.4191;18992;17276;0.0;0.3789;0.0335;7.0;"Florida Atlantic University";0.0377;24221;5139.0;0.0216;0.0419;23.0;0.0661;0.0521;12000.0;1047.0;0.0;23.0;0.0;0.0;12000.0;16800.0;0.1823;0.0131;0.0;4831;0.0096;0.0;0.0;0.0012;0.0059;0.0;0.0;0.0;0.0;0.2692;11200.0;0.0159;0.0706;23;510.0;0.0439;520.0;0.0;0.0335;28064;0.6122837041;22.0;0.0778;7500.0;0.0548;0.0718;0.0;0.0064;0.0273;12361.0;0.0;0.0;0.6701;0.0023;0.2665;0.0;525.0;0.5978;0.0;0.0064;0.0;0.0;44337;0.0;9234;0.6684730937;12605.0;"";"";9217.0;11092.0;14355.0;16846.0;18005.0;"";""
133951;0.0036;0.059;0.0217;0.0049;0.122;0.0778;0.0059;0.0252;0.021;0.0923;18873;18954;0.0049;0.4512;0.0188;8.0;"Florida International University";0.027;41112;9147.0;0.0349;0.0535;25.0;0.0657;0.0712;13750.0;1130.0;0.0;25.0;0.0;0.0;13254.0;17250.0;0.2463;0.0164;0.0;6556;0.0072;0.0;0.0;0.0009;0.0034;0.0;0.0;0.0;0.0;0.2781;13632.5;0.0;0.13;23;530.0;0.0133;555.0;0.0;0.0161;23924;0.6069360848;24.0;0.0642;10117.0;0.0412;0.0582;0.0;0.0038;0.016;14000.0;0.0;0.0;0.9854;0.0008;0.6674;0.0;565.0;0.5007;0.0;0.0054;0.0;0.0;34024;0.0;10079;0.5978217254;13398.0;"";"";11063.0;12433.0;14770.0;16050.0;16806.0;"";""
134097;0.0;0.0142;0.0491;0.0083;0.0832;0.1728;0.0052;0.0231;0.0306;0.6275;21938;21673;0.0016;0.4234;0.0138;0.0;"Florida State University";0.0335;32417;8240.0;0.0358;0.042;27.0;0.0891;0.0329;18053.0;1214.0;0.0;27.0;0.0;0.0;18000.0;20250.0;0.1902;0.0129;0.0;6507;0.0111;0.0;0.0;0.0014;0.0111;0.0;0.0;0.0;0.0;0.0601;18106.0;0.0;0.0651;20;600.0;0.0007;595.0;0.0;0.0153;43729;0.5844654153;26.0;0.0312;11000.0;0.0279;0.0618;0.0;0.0095;0.0472;18159.5;0.0;0.0;0.843;0.0025;0.2;0.0;600.0;0.5801;0.0;0.0145;0.0;0.0347;66692;0.0;10657;0.7457222856;14985.0;"";"";10220.0;12150.0;16097.0;18922.0;19812.0;"";""
134130;0.0074;0.0176;0.022;0.0145;0.0611;0.1097;0.0072;0.0816;0.0442;0.5586;20571;28659;0.0047;0.2875;0.0;9.0;"University of Florida";0.0322;33309;17813.0;0.0118;0.1268;29.0;0.1006;0.0739;15000.0;1287.0;0.0;29.0;0.0;0.0;15000.0;16195.5;0.1194;0.022;0.0;6381;0.0142;0.0;0.0;0.0053;0.0136;0.0;0.0;0.0;0.0;0.0461;15000.0;0.0116;0.0555;21;620.0;0.0187;645.0;0.0;0.0184;39127;0.5937902879;28.0;0.0641;9435.0;0.0229;0.0015;0.0;0.0191;0.0275;13647.0;0.0;0.0;0.8383;0.0019;0.2138;0.0;630.0;0.4594;0.0507;0.0278;0.0;0.0179;58287;0.0;11294;0.6570691878;12159.0;"";"";6768.0;7227.0;8732.0;11716.0;16950.0;"";""
137351;0.0;0.0604;0.0281;0.012;0.1034;0.1143;0.004;0.0682;0.05;0.497;19652;17324;0.0022;0.4495;0.0188;8.0;"University of South Florida-Main Campus";0.0383;30553;11400.0;0.0198;0.0615;26.0;0.1142;0.0502;15865.0;1172.0;0.0;26.0;0.0;0.0;15750.0;18750.0;0.1501;0.0181;0.0;6410;0.0114;0.0;0.0;0.0021;0.0074;0.0;0.0;0.0;0.0;0.1962;15320.5;0.0;0.0555;22;555.0;0.0051;585.0;0.0;0.0;32495;0.605735746;25.0;0.2023;10500.0;0.0486;0.0;0.0;0.007;0.0194;16250.0;0.0;0.0;0.7795;0.002;0.2084;0.0;575.0;0.4663;0.0;0.0203;0.0;0.0;48536;0.0;9468;0.7141686582;11249.0;"";"";7396.0;9076.0;12446.0;16180.0;16713.0;"";""
139940;0.0;0.0221;0.0243;0.0;0.4178;0.1016;0.0089;0.1342;0.0;0.2461;24223;23542;0.0039;0.5562;0.0279;0.0;"Georgia State University";0.0613;24478;7009.0;0.0638;0.0;23.0;0.068;0.0609;12500.0;1070.0;0.0;23.0;0.0;0.0;12500.0;22206.5;0.2486;0.0218;0.0;8974;0.0125;0.0;0.0;0.0005;0.0073;0.0;0.0;0.0;0.0;0.2032;12984.5;0.0;0.0925;23;520.0;0.0281;530.0;0.0;0.0;27922;0.6300794494;23.0;0.0405;7855.0;0.0703;0.0243;0.0;0.0179;0.0763;12250.0;0.0;0.0;0.7588;0.0013;0.1033;0.0;540.0;0.5884;0.0;0.0134;0.0;0.0006;41486;0.0;8592;0.6950053135;14773.0;"";"";12820.0;13663.0;15984.0;18204.0;18542.0;"";""
139959;0.0;0.0168;0.0169;0.0161;0.0762;0.0797;0.0042;0.1009;0.002;0.7027;24991;29844;0.0068;0.3646;0.0062;7.0;"University of Georgia";0.0371;27851;8623.0;0.0118;0.0161;29.0;0.0808;0.1145;17108.0;1262.0;0.0;30.0;0.0;0.0;17506.5;18750.0;0.2466;0.0098;0.0;11634;0.0121;0.0;0.0;0.001;0.0122;0.0;0.0;0.0156;0.0;0.0341;16809.0;0.0056;0.0599;20;610.0;0.0269;620.0;0.0;0.0296;64178;0.5743758213;28.0;0.0346;11000.0;0.0458;0.0092;0.0;0.0245;0.0382;16750.0;0.0;0.0;0.9088;0.0008;0.0569;0.0;620.0;0.539;0.0374;0.0076;0.0;0.0369;83743;0.0;10885;0.8344283837;13822.0;"";"";9168.0;11562.0;14556.0;16305.0;16319.0;"";""
142115;0.0;0.0395;0.0251;0.0088;0.0172;0.0641;0.0021;0.021;0.0339;0.7352;18298;21530;0.0024;0.4091;0.0218;8.0;"Boise State University";0.044;16045;3668.0;0.0336;0.0514;23.0;0.0336;0.0856;14635.0;1047.0;0.0;23.0;0.0;0.0;14500.0;22750.0;0.1676;0.0133;0.0;7080;0.0136;0.0;0.0;0.0042;0.0061;0.0;0.0;0.0;0.0;0.2719;12500.0;0.0;0.0596;23;495.0;0.0287;513.0;0.0;0.0281;42915;0.56921797;23.0;0.1985;8906.5;0.0418;0.0366;0.0;0.0151;0.0284;16142.5;0.0;0.0;0.5646;0.0047;0.1195;0.0;520.0;0.8173;0.0;0.0146;0.0;0.0;62341;0.0;7491;0.8131447587;14205.0;"";"";11735.0;12134.0;15081.0;17059.0;17675.0;"";""
142276;0.0562;0.0957;0.0117;0.0;0.0116;0.0373;0.0017;0.0135;0.0673;0.6929;19526;21023;0.0;0.4098;0.0161;0.0;"Idaho State University";0.0313;8307;1950.0;0.0234;0.0401;0.0;0.0529;0.02;12750.0;0.0;0.0;0.0;0.0011;0.0562;12775.0;22674.0;0.1074;0.0178;0.0;6956;0.0134;0.0;0.0;0.0023;0.0022;0.0;0.0;0.0017;0.0006;0.293;10157.0;0.0;0.0301;23;0.0;0.0033;0.0;0.0;0.0;35747;0.5705947749;0.0;0.2593;9323.0;0.089;0.0195;0.0;0.0173;0.0145;14988.0;0.0;0.0;0.9298;0.0126;0.1194;0.02;0.0;0.0;0.0;0.0207;0.0;0.0083;47397;0.0117;6680;0.7929405225;16481.0;"";"";14319.0;15170.0;17539.0;19267.0;19526.0;"";""
