"schoolid";"program%.engineering_technology";"demographics.ethn.non_resident_alien";"program%.english";"program%.resources";"demographics.ethn.black";"program%.social_science";"program%.philosophy_religious";"demographics.ethn.asian";"program%.humanities";"demographics.ethn.white";"attendance.academic_year";"tuition.out_of_state";"program%.ethnic_cultural_gender";"aid.federal_loan_rate";"program%.public_administration_social_service";"act_scores.midpoint.writing";"school.name";"demographics.ethn.two_or_more";"size";"grad_students";"program%.computer";"program%.engineering";"act_scores.midpoint.cumulative";"program%.biological";"program%.communication";"aid.loan_principal";"sat_scores.average.overall";"net_price.private.by_income_level.75001-110000";"act_scores.midpoint.english";"program%.communications_technology";"program%.mechanic_repair_technology";"aid.median_debt.income.30001_75000";"aid.median_debt.completers.overall";"program%.business_marketing";"program%.physical_science";"program%.library";"tuition.in_state";"program%.history";"program%.military";"net_price.private.by_income_level.110001-plus";"demographics.ethn.nhpi";"program%.mathematics";"program%.science_technology";"program%.transportation";"program%.legal";"program%.construction";"share_25_older";"aid.median_debt.income.greater_than_75000";"program%.architecture";"program%.psychology";"demographics.age_entry";"sat_scores.midpoint.writing";"program%.multidiscipline";"sat_scores.midpoint.math";"net_price.private.by_income_level.48001-75000";"program%.parks_recreation_fitness";"demographics.median_family_income";"demographics.female_share";"act_scores.midpoint.math";"program%.health";"aid.median_debt.noncompleters";"program%.education";"program%.security_law_enforcement";"program%.theology_religious_vocation";"program%.language";"program%.visual_performing";"aid.median_debt.income.0_30000";"avg_net_price.private";"net_price.private.by_income_level.30001-48000";"school.ft_faculty_rate";"demographics.ethn.aian";"demographics.ethn.hispanic";"program%.precision_production";"sat_scores.midpoint.critical_reading";"admission_rate.overall";"program%.agriculture";"demographics.ethn.unknown";"net_price.private.by_income_level.0-30000";"program%.family_consumer_science";"demographics.avg_family_income";"program%.personal_culinary";"school.faculty_salary";"aid.students_with_any_loan";"avg_net_price.public";"avg_net_price.program_year";"avg_net_price.other_academic_year";"net_price.public.by_income_level.0-30000";"net_price.public.by_income_level.30001-48000";"net_price.public.by_income_level.48001-75000";"net_price.public.by_income_level.75001-110000";"net_price.public.by_income_level.110001-plus";"attendance.program_year";"tuition.program_year"
209542;0.0;0.0676;0.0081;0.0576;0.0136;0.0659;0.001;0.0749;0.0183;0.6538;26189;28846;0.0028;0.4702;0.0;8.0;"Oregon State University";0.0687;24350;5027.0;0.0616;0.1501;25.0;0.0661;0.0317;17115.0;1127.0;0.0;25.0;0.0;0.0;16875.0;23393.0;0.1137;0.021;0.0;10366;0.01;0.0;0.0;0.003;0.0112;0.0;0.0;0.0;0.0;0.209;15285.0;0.0;0.038;23;530.0;0.0175;560.0;0.0;0.0566;44450;0.5083557321;25.0;0.0625;8667.0;0.009;0.0;0.0;0.0049;0.0165;18942.0;0.0;0.0;0.7756;0.0054;0.0912;0.0;555.0;0.7748;0.0722;0.0219;0.0;0.1037;63645;0.0;9322;0.8601145261;20581.0;"";"";16102.0;16737.0;19410.0;24198.0;24593.0;"";""
209551;0.0;0.1301;0.0174;0.0277;0.0205;0.2381;0.0058;0.0558;0.0026;0.5888;24209;33441;0.0097;0.3818;0.0341;0.0;"University of Oregon";0.0718;19775;3497.0;0.0197;0.0;25.0;0.0916;0.1163;16143.5;1111.0;0.0;25.0;0.0;0.0;15833.0;20500.0;0.153;0.015;0.0;10761;0.0139;0.0;0.0;0.0044;0.0094;0.0;0.0;0.0;0.0;0.0802;15000.0;0.0189;0.0659;21;0.0;0.0285;550.0;0.0;0.0;51607;0.581754386;24.0;0.0094;8427.0;0.0225;0.0;0.0;0.0324;0.068;17666.0;0.0;0.0;0.7741;0.0053;0.1109;0.0;550.0;0.7787;0.0;0.0124;0.0;0.0;78050;0.0;10017;0.850877193;15619.0;"";"";11964.0;12479.0;14086.0;20313.0;21788.0;"";""
209807;0.0;0.0523;0.0261;0.0143;0.0352;0.1346;0.0068;0.0861;0.0587;0.576;21532;24852;0.0046;0.4727;0.0215;0.0;"Portland State University";0.0622;19057;5556.0;0.0232;0.0498;22.0;0.0416;0.0372;16250.0;1037.0;0.0;22.0;0.0;0.0;14966.5;21969.0;0.182;0.0159;0.0;8337;0.0172;0.0;0.0;0.0065;0.0109;0.0;0.0;0.0;0.0;0.4004;13000.0;0.0109;0.0681;25;500.0;0.0341;515.0;0.0;0.0;25986;0.5823633157;21.0;0.0947;11993.5;0.0;0.0413;0.0;0.029;0.0626;18513.0;0.0;0.0;0.5631;0.0132;0.1299;0.0;530.0;0.8942;0.0;0.0389;0.0;0.015;42058;0.0;8730;0.8105820106;15762.0;"";"";13543.0;13906.0;16656.0;19510.0;21031.0;"";""
209922;0.0;0.0785;0.0967;0.0233;0.0218;0.1533;0.0633;0.0625;0.0;0.5945;64386;52150;0.0067;0.351;0.0;0.0;"Reed College";0.0799;1376;17.0;0.0;0.0;31.0;0.11;0.0;13245.0;1380.0;24046.0;33.0;0.0;0.0;13319.5;16000.0;0.0;0.08;0.0;52150;0.0467;0.0;39301.0;0.0022;0.07;0.0;0.0;0.0;0.0;0.0161;12000.0;0.0;0.0833;19;685.0;0.0833;675.0;17437.0;0.0;93231;0.5760869565;30.0;0.0;6500.0;0.0;0.0;0.0;0.09;0.0933;13750.0;27289.0;16630.0;0.9645;0.0036;0.117;0.0;705.0;0.3131;0.0;0.04;11963.0;0.0;109387;0.0;10514;0.9483695652;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
211291;0.0;0.0615;0.0564;0.0176;0.0348;0.2256;0.0082;0.0479;0.0024;0.7547;65350;51960;0.0106;0.3598;0.0;10.0;"Bucknell University";0.036;3531;55.0;0.02;0.1833;30.0;0.1199;0.0;25250.0;1312.0;33570.0;31.0;0.0;0.0;24748.0;27000.0;0.1504;0.0259;0.0;51960;0.0188;0.0;46785.0;0.0;0.0106;0.0;0.0;0.0;0.0;0.009;26636.0;0.0;0.0705;19;640.0;0.0071;660.0;24514.0;0.0;107136;0.5183016105;30.0;0.0;8957.0;0.0376;0.0;0.0;0.0176;0.0176;19560.0;34502.0;18402.0;0.9641;0.0003;0.0632;0.0;630.0;0.2992;0.0;0.0017;19257.0;0.0;143224;0.0;10930;0.9516837482;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
211440;0.0;0.185;0.0202;0.0;0.0457;0.0427;0.0082;0.2986;0.021;0.2931;65877;52310;0.0;0.3424;0.006;0.0;"Carnegie Mellon University";0.0436;6188;6975.0;0.1175;0.2507;33.0;0.0292;0.0007;24500.0;1458.0;32345.0;33.0;0.0;0.0;27000.0;26462.0;0.0696;0.0823;0.0;52310;0.0045;0.0;46883.0;0.0003;0.0704;0.0;0.0;0.0;0.0;0.017;22750.0;0.0292;0.0337;19;715.0;0.104;760.0;23449.0;0.0;91372;0.4725363489;33.0;0.0;14000.0;0.0;0.0;0.0;0.0097;0.1003;23893.0;36613.0;18849.0;0.9513;0.0005;0.084;0.0;705.0;0.2171;0.0;0.049;17855.0;0.0;107339;0.0;11660;0.9256865913;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
212577;0.0;0.1516;0.0356;0.0393;0.0552;0.191;0.0112;0.0543;0.0;0.5713;65604;52290;0.03;0.4349;0.0;0.0;"Franklin and Marshall College";0.0224;2230;0.0;0.0094;0.0;0.0;0.1236;0.0;19492.0;0.0;23195.0;0.0;0.0;0.0;21238.0;22000.0;0.1423;0.0637;0.0;52290;0.0412;0.0;45393.0;0.0004;0.0112;0.0;0.0;0.0;0.0;0.0044;19000.0;0.0;0.0787;19;0.0;0.1142;0.0;16408.0;0.0;84574;0.5658536585;0.0;0.0487;7125.0;0.0;0.0;0.0;0.0356;0.0243;19000.0;28326.0;14147.0;0.862;0.0004;0.0861;0.0;0.0;0.3637;0.0;0.0583;11849.0;0.0;113396;0.0;9517;0.9382113821;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
212674;0.0;0.0658;0.0791;0.0426;0.0327;0.1963;0.0381;0.0239;0.0;0.7652;62370;50860;0.0183;0.5607;0.0;0.0;"Gettysburg College";0.0306;2385;0.0;0.0;0.0;0.0;0.1644;0.0;21000.0;0.0;26936.0;0.0;0.0;0.0;22008.0;23000.0;0.1233;0.0244;0.0;50860;0.0715;0.0;35937.0;0.0;0.0426;0.0;0.0;0.0;0.0;0.0041;21000.0;0.0;0.0807;19;0.0;0.032;0.0;17683.0;0.0;107337;0.5353403141;0.0;0.0;6750.0;0.0046;0.0;0.0;0.0213;0.0609;20500.0;26986.0;19243.0;0.7311;0.0017;0.0583;0.0;0.0;0.4263;0.0;0.0218;9956.0;0.0;130670;0.0;9657;0.9581151832;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
213251;0.0;0.0743;0.0264;0.1144;0.0303;0.0587;0.0029;0.042;0.0;0.7311;53280;42170;0.0;0.6312;0.0147;0.0;"Juniata College";0.0303;1454;5.0;0.0469;0.0059;0.0;0.1965;0.0616;26775.0;0.0;26199.0;0.0;0.0;0.0;26486.0;27000.0;0.1408;0.0762;0.0;42170;0.0264;0.0;30342.0;0.0;0.0176;0.0;0.0;0.0;0.0;0.0159;26856.0;0.0;0.0587;19;0.0;0.0528;0.0;24264.0;0.0;80555;0.5699658703;0.0;0.0;8750.0;0.0616;0.0;0.0;0.0205;0.0176;26973.0;25880.0;17433.0;0.6395;0.0007;0.0406;0.0;0.0;0.746;0.0;0.0509;19342.0;0.0;93242;0.0;8379;0.9675767918;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
213385;0.0;0.1048;0.0508;0.0203;0.054;0.3503;0.0118;0.0421;0.0;0.6561;63680;49635;0.0068;0.3182;0.0;9.0;"Lafayette College";0.0214;2518;0.0;0.0186;0.2115;29.0;0.11;0.0;22500.0;1297.0;27682.0;30.0;0.0;0.0;19500.0;24788.0;0.0;0.0372;0.0;49635;0.0152;0.0;46329.0;0.0004;0.0321;0.0;0.0;0.0;0.0;0.0087;25570.5;0.0;0.066;19;640.0;0.0068;665.0;21404.0;0.0;111341;0.5793991416;30.0;0.0;8750.0;0.0;0.0;0.0;0.0102;0.0525;12718.0;32953.0;12372.0;0.8403;0.0;0.0651;0.0;630.0;0.2829;0.0;0.056;7353.0;0.0;141097;0.0;11666;0.9227467811;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
214157;0.0;0.0666;0.0365;0.0243;0.0487;0.1095;0.0195;0.0178;0.0;0.684;52257;40287;0.0;0.7459;0.0;0.0;"Moravian College";0.0225;1908;442.0;0.0122;0.0;23.0;0.1119;0.0;21500.0;1021.0;28901.0;0.0;0.0;0.0;23522.0;27000.0;0.1606;0.0341;0.0;40287;0.0268;0.0;33491.0;0.0005;0.0243;0.0;0.0;0.0;0.0;0.0825;21500.0;0.0;0.0876;20;490.0;0.0268;505.0;24398.0;0.0;71944;0.5936329588;0.0;0.2238;8699.0;0.0;0.0;0.0;0.0073;0.0949;19909.0;27861.0;23300.0;1.0;0.0021;0.0996;0.0;505.0;0.7982;0.0;0.0582;23043.0;0.0;83809;0.0;7674;0.9775280899;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
215062;0.0;0.1147;0.0236;0.0065;0.0748;0.1722;0.0427;0.1977;0.0007;0.4479;66800;51464;0.0055;0.186;0.0044;9.0;"University of Pennsylvania";0.0427;10698;13244.0;0.0458;0.0892;34.0;0.1056;0.0256;12500.0;1481.0;20398.0;34.0;0.0;0.0;11499.0;12988.0;0.2005;0.0195;0.0;51464;0.027;0.0;37370.0;0.0003;0.0243;0.0;0.0;0.0;0.0;0.0569;19000.0;0.0048;0.0294;22;735.0;0.0294;750.0;12322.0;0.0;39832;0.5721331689;33.0;0.0967;12500.0;0.0;0.0;0.0;0.0195;0.0273;9210.5;23281.0;5263.0;0.7296;0.0008;0.102;0.0;725.0;0.0944;0.0;0.0191;4939.0;0.0;71672;0.0;16796;0.7570900123;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
216287;0.0;0.1162;0.0674;0.0027;0.0669;0.2561;0.035;0.1623;0.0;0.4227;64363;49104;0.0135;0.1833;0.0;9.0;"Swarthmore College";0.0773;1540;0.0;0.0701;0.0674;32.0;0.1267;0.0;17673.0;1421.0;17330.0;33.0;0.0;0.0;15000.0;19500.0;0.0;0.0296;0.0;49104;0.0539;0.0;37004.0;0.0013;0.0458;0.0;0.0;0.0;0.0;0.007;20454.0;0.0;0.0323;19;720.0;0.0108;715.0;12638.0;0.0;48016;0.5467625899;32.0;0.0;13580.0;0.0728;0.0;0.0;0.0647;0.0512;11606.0;18157.0;6165.0;0.8687;0.0006;0.126;0.0;703.0;0.128;0.0;0.0266;8038.0;0.0;89476;0.0;12642;0.5179856115;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
216524;0.0;0.0208;0.049;0.0518;0.0649;0.2016;0.0218;0.0442;0.0;0.7448;62734;49370;0.0218;0.6847;0.0;0.0;"Ursinus College";0.0351;1540;0.0;0.0354;0.0;0.0;0.3079;0.0572;27000.0;0.0;28139.0;0.0;0.0;0.0;27000.0;27000.0;0.0;0.0463;0.0;49370;0.0245;0.0;33999.0;0.0;0.0381;0.0;0.0;0.0;0.0;0.0037;27000.0;0.0;0.1035;19;0.0;0.0027;0.0;25367.0;0.0136;99302;0.5327868852;0.0;0.0;7369.0;0.0;0.0;0.0;0.0109;0.0136;26500.0;28627.0;23792.0;0.7267;0.0006;0.0656;0.0;0.0;0.8242;0.0;0.024;20857.0;0.0;114933;0.0;8751;0.9770491803;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
217156;0.0;0.1131;0.0365;0.0176;0.0652;0.1904;0.0113;0.141;0.0;0.434;65380;51366;0.0327;0.2267;0.0094;0.0;"Brown University";0.0623;6580;2855.0;0.0748;0.061;33.0;0.1358;0.0145;15439.0;1459.0;22308.0;34.0;0.0;0.0;15763.0;16125.0;0.0585;0.0365;0.0;51366;0.0352;0.0;44695.0;0.002;0.0748;0.0;0.0;0.0;0.0;0.0102;17000.0;0.0;0.0365;19;735.0;0.0597;740.0;12697.0;0.0;82670;0.5403780069;32.0;0.0383;11940.0;0.0151;0.0;0.0;0.027;0.0346;9718.0;28629.0;7164.0;0.8881;0.0047;0.1167;0.0;730.0;0.0931;0.0;0.0609;5849.0;0.0;107609;0.0;14777;0.7216494845;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
217484;0.0;0.0137;0.023;0.0258;0.0509;0.0735;0.0022;0.033;0.0016;0.7207;27552;28874;0.0034;0.7015;0.0093;0.0;"University of Rhode Island";0.0247;13788;3010.0;0.0158;0.0971;25.0;0.0596;0.0881;18500.0;1081.0;0.0;24.0;0.0;0.0;19000.0;23000.0;0.1244;0.0109;0.0;12884;0.0133;0.0;0.0;0.0005;0.0112;0.0;0.0;0.0;0.0;0.0735;18068.5;0.0047;0.0639;20;520.0;0.0;540.0;0.0;0.0524;80297;0.5947167188;24.0;0.1511;8750.0;0.0217;0.0;0.0;0.0264;0.0304;19000.0;0.0;0.0;0.6528;0.0021;0.0962;0.0;530.0;0.7276;0.0258;0.0582;0.0;0.0645;93356;0.0;10205;0.9195342371;19216.0;"";"";13104.0;14689.0;18638.0;22727.0;25240.0;"";""
217882;0.0139;0.0068;0.043;0.0134;0.0683;0.064;0.0051;0.0241;0.0;0.831;27722;34590;0.0002;0.3967;0.0;0.0;"Clemson University";0.0279;18395;4807.0;0.0266;0.2076;29.0;0.0845;0.001;19000.0;1269.0;0.0;30.0;0.0;0.0;19058.5;21500.0;0.1913;0.0105;0.0;14708;0.0159;0.0;0.0;0.0003;0.0103;0.0;0.0;0.0;0.0;0.0386;18500.0;0.0186;0.0528;20;0.0;0.0;635.0;0.0;0.0308;78377;0.5037093399;28.0;0.0679;8750.0;0.0337;0.0;0.0;0.0147;0.0305;21000.0;0.0;0.0;0.929;0.0021;0.0351;0.0;610.0;0.5054;0.0638;0.0045;0.0;0.0;96551;0.0;9887;0.911736732;16770.0;"";"";12905.0;13113.0;16863.0;18563.0;19683.0;"";""
219046;0.0794;0.013;0.0143;0.0;0.0134;0.0317;0.0;0.0072;0.0619;0.8159;19029;10920;0.0063;0.4813;0.0429;0.0;"Black Hills State University";0.0495;2770;432.0;0.0;0.0;22.0;0.0921;0.0683;12063.5;1009.0;0.0;20.0;0.0;0.0;12000.0;25500.0;0.1317;0.0063;0.0;8004;0.0175;0.0;0.0;0.0018;0.0063;0.0;0.0;0.0;0.0222;0.2567;10294.0;0.0;0.0587;22;477.0;0.0048;485.0;0.0;0.0841;51046;0.6218809981;21.0;0.0;7199.5;0.2111;0.0;0.0;0.0063;0.054;14731.5;0.0;0.0;0.6459;0.0394;0.0542;0.0;505.0;0.7976;0.0;0.0058;0.0;0.0;60509;0.0;7118;0.9001919386;15793.0;"";"";12502.0;13940.0;16666.0;17373.0;17595.0;"";""
219356;0.0198;0.0432;0.009;0.024;0.0188;0.066;0.0;0.0091;0.0377;0.872;25761;11403;0.0;0.5521;0.0;0.0;"South Dakota State University";0.0231;9767;1654.0;0.008;0.0608;23.0;0.0467;0.0325;15500.0;1069.0;0.0;22.0;0.0;0.0;17376.5;25000.0;0.0297;0.0047;0.0;8172;0.0146;0.0;0.0;0.0008;0.0099;0.0;0.0019;0.0;0.0;0.1071;14370.0;0.0047;0.033;20;0.0;0.0038;515.0;0.0;0.0316;73000;0.5559574949;23.0;0.2287;7624.0;0.0641;0.0;0.0;0.009;0.0405;15250.0;0.0;0.0;0.8168;0.0082;0.0216;0.0;510.0;0.9076;0.1683;0.0031;0.0;0.0509;81413;0.0;8173;0.9520687316;21070.0;"";"";18001.0;18961.0;21807.0;22978.0;23035.0;"";""
219602;0.024;0.0027;0.024;0.0;0.2142;0.0283;0.0011;0.015;0.1793;0.6125;20429;22929;0.0;0.5657;0.0352;0.0;"Austin Peay State University";0.0592;9116;831.0;0.047;0.0;22.0;0.0256;0.0523;12670.5;1010.0;0.0;21.0;0.0;0.0;12500.0;22500.0;0.1121;0.0304;0.0;7689;0.0176;0.0;0.0;0.0026;0.0101;0.0;0.0;0.0;0.0;0.3247;11286.5;0.0;0.0427;23;0.0;0.0;513.0;0.0;0.1041;31930;0.5990892892;20.0;0.1057;9500.0;0.0416;0.0598;0.0;0.0085;0.0261;14250.0;0.0;0.0;1.0;0.0034;0.0655;0.0;516.0;0.8886;0.0245;0.0247;0.0;0.0;42445;0.0;7337;0.752326272;12425.0;"";"";9431.0;10883.0;14828.0;16656.0;16378.0;"";""
220862;0.0099;0.0105;0.0221;0.0;0.3744;0.0379;0.0026;0.0316;0.0599;0.4893;21761;20837;0.002;0.5843;0.0207;7.0;"University of Memphis";0.0384;15962;4118.0;0.0092;0.0392;22.0;0.0296;0.0438;17500.0;1011.0;0.0;22.0;0.0;0.0;17500.0;25674.5;0.1986;0.0165;0.0;9125;0.0181;0.0;0.0;0.0011;0.0036;0.0;0.0;0.0;0.0;0.2463;15000.0;0.0046;0.0596;22;480.0;0.1116;505.0;0.0;0.0599;28800;0.6019404019;21.0;0.0938;11000.0;0.0698;0.0352;0.0;0.0138;0.0379;18750.0;0.0;0.0;0.6463;0.0026;0.047;0.0;525.0;0.5668;0.0;0.0049;0.0;0.0;44018;0.0;8557;0.8385308385;13306.0;"";"";10762.0;11779.0;15737.0;16895.0;16931.0;"";""
221759;0.0;0.0155;0.0276;0.0106;0.0666;0.0705;0.0033;0.0345;0.0;0.7862;29626;31144;0.0;0.4365;0.0144;0.0;"The University of Tennessee-Knoxville";0.0291;21984;5913.0;0.0139;0.1051;27.0;0.0475;0.0709;14000.0;1213.0;0.0;28.0;0.0;0.0;15000.0;20500.0;0.218;0.0216;0.0;12724;0.0163;0.0;0.0;0.0008;0.0093;0.0;0.0;0.0;0.0;0.0749;14000.0;0.0091;0.0665;20;0.0;0.04;575.0;0.0;0.0769;54206;0.5301943394;26.0;0.0413;8000.0;0.0163;0.0;0.0;0.0126;0.0303;12500.0;0.0;0.0;0.8627;0.0022;0.0368;0.0;570.0;0.7722;0.0587;0.0282;0.0;0.0194;75150;0.0;10764;0.8220946915;19076.0;"";"";12091.0;15503.0;21552.0;23942.0;24211.0;"";""
221847;0.0301;0.0527;0.0078;0.0238;0.0401;0.0472;0.0;0.0164;0.0829;0.8245;23109;24067;0.0;0.4281;0.0;0.0;"Tennessee Technological University";0.0305;9184;1055.0;0.0347;0.1623;24.0;0.0425;0.0145;11000.0;1103.0;0.0;25.0;0.0;0.0;11057.5;16532.0;0.142;0.0233;0.0;8203;0.0083;0.0;0.0;0.0003;0.0067;0.0;0.0;0.0;0.0;0.121;11000.0;0.0;0.0264;21;0.0;0.0026;550.0;0.0;0.0586;40770;0.5007582651;23.0;0.0601;5500.0;0.1327;0.0;0.0;0.0041;0.0233;11000.0;0.0;0.0;1.0;0.0014;0.0283;0.0;525.0;0.6721;0.0342;0.0058;0.0;0.0316;52902;0.0;7834;0.737336973;14233.0;"";"";10291.0;12702.0;15625.0;17838.0;17502.0;"";""
225511;0.042;0.0435;0.0197;0.0024;0.1011;0.0547;0.0041;0.223;0.0093;0.2499;23858;21711;0.0001;0.3974;0.0;0.0;"University of Houston";0.0341;34560;7779.0;0.0395;0.066;26.0;0.0548;0.062;13250.0;1152.0;0.0;24.0;0.0;0.0;13000.0;19250.0;0.2845;0.0256;0.0;9519;0.0157;0.0;0.0;0.0021;0.0168;0.0;0.0;0.0;0.0;0.1894;13000.0;0.0112;0.0622;22;0.0;0.0348;585.0;0.0;0.0509;33197;0.5257100149;26.0;0.0476;7500.0;0.0;0.0;0.0;0.0116;0.0368;13750.0;0.0;0.0;0.8525;0.0011;0.3339;0.0;560.0;0.5854;0.0;0.0112;0.0;0.0476;49662;0.0;11173;0.7302690583;15399.0;"";"";12427.0;12653.0;15052.0;20554.0;21486.0;"";""
226091;0.0141;0.0141;0.0098;0.0055;0.2703;0.0116;0.0;0.0462;0.0685;0.4782;19321;17938;0.0;0.4853;0.0214;0.0;"Lamar University";0.024;9065;5693.0;0.0073;0.085;21.0;0.0214;0.0483;11250.0;960.0;0.0;20.0;0.0;0.0;10150.5;21180.0;0.126;0.0092;0.0;8146;0.008;0.0;0.0;0.0013;0.0092;0.0;0.0;0.0;0.0;0.2859;10715.0;0.0018;0.0214;25;0.0;0.1498;480.0;0.0;0.0379;35526;0.653966831;21.0;0.2098;9500.0;0.0;0.0642;0.0;0.0128;0.0263;12500.0;0.0;0.0;0.7924;0.0039;0.153;0.0;475.0;0.7618;0.0;0.0089;0.0;0.0306;49011;0.0;8009;0.8209323173;12873.0;"";"";10000.0;11782.0;15952.0;17901.0;18719.0;"";""
228529;0.0326;0.0029;0.0078;0.0252;0.0834;0.0113;0.0;0.01;0.0196;0.6687;18362;16728;0.0;0.575;0.0279;7.0;"Tarleton State University";0.031;11461;1586.0;0.0287;0.0061;21.0;0.0344;0.0213;12607.5;959.0;0.0;6.0;0.0;0.0;14000.0;19500.0;0.1936;0.01;0.0;7140;0.0044;0.0;0.0;0.001;0.0074;0.0;0.0;0.0;0.0;0.2183;12000.0;0.0;0.0544;23;450.0;0.1462;480.0;0.0;0.0727;40809;0.6463891249;20.0;0.0953;7542.0;0.0;0.0705;0.0;0.0022;0.0131;12500.0;0.0;0.0;0.5309;0.0063;0.1899;0.0;470.0;0.5039;0.0918;0.0068;0.0;0.0235;55840;0.0;7689;0.8533559898;15740.0;"";"";12765.0;14144.0;16722.0;18220.0;18328.0;"";""
230603;0.0199;0.0438;0.0206;0.0;0.0216;0.0329;0.0014;0.0102;0.3676;0.7636;19029;19810;0.0;0.3306;0.0;8.0;"Southern Utah University";0.0055;6353;892.0;0.0192;0.0075;23.0;0.035;0.0316;6773.5;1065.0;0.0;24.0;0.0;0.0;6397.0;11000.0;0.0802;0.0096;0.0;6530;0.013;0.0;0.0;0.0173;0.0096;0.0;0.0014;0.0034;0.0034;0.283;5500.0;0.0;0.0473;22;505.0;0.0041;505.0;0.0;0.0151;41064;0.5524714829;22.0;0.0508;5500.0;0.0775;0.0254;0.0;0.0069;0.0473;8000.0;0.0;0.0;0.6171;0.0148;0.0623;0.0;515.0;0.7228;0.0158;0.0609;0.0;0.0535;52281;0.0;6632;0.6524714829;13858.0;"";"";11143.0;11672.0;13788.0;15683.0;15843.0;"";""
230728;0.001;0.0127;0.0314;0.0064;0.0091;0.0828;0.0016;0.0104;0.241;0.8197;18093;20492;0.0068;0.3149;0.0128;0.0;"Utah State University";0.022;21833;3280.0;0.0287;0.0518;24.0;0.0268;0.0118;8000.0;1087.0;0.0;24.0;0.0;0.0058;8300.0;13491.0;0.0933;0.0056;0.0;7426;0.0116;0.0;0.0;0.0039;0.007;0.0;0.0054;0.0025;0.0002;0.2125;7500.0;0.0058;0.0256;23;0.0;0.0235;550.0;0.0;0.0025;42950;0.5495908753;23.0;0.0905;5500.0;0.0971;0.0037;0.0;0.0066;0.0258;8250.0;0.0;0.0;0.9509;0.019;0.0591;0.0033;550.0;0.9025;0.0397;0.044;0.0;0.0405;55518;0.0012;8837;0.6569551203;12849.0;"";"";11874.0;12010.0;13173.0;15321.0;14982.0;"";""
230764;0.0;0.0451;0.0283;0.011;0.0136;0.1372;0.0041;0.0572;0.0;0.6967;18444;27039;0.0114;0.3268;0.0122;8.0;"University of Utah";0.0488;22748;8071.0;0.0286;0.0908;24.0;0.0364;0.073;11500.0;1116.0;0.0;25.0;0.0;0.0;12125.0;15000.0;0.1403;0.0312;0.0;8518;0.0114;0.0;0.0;0.0044;0.0186;0.0;0.0;0.0;0.0;0.2671;11000.0;0.006;0.065;23;555.0;0.0244;595.0;0.0;0.0524;38625;0.5055296857;24.0;0.0834;8250.0;0.0141;0.0;0.0;0.0215;0.0641;11250.0;0.0;0.0;0.9244;0.0045;0.1227;0.0;580.0;0.7642;0.0;0.0069;0.0;0.0346;57205;0.0;9560;0.7488358556;12674.0;"";"";10067.0;10428.0;13792.0;15396.0;15934.0;"";""
230959;0.0;0.0939;0.0476;0.0599;0.0346;0.3287;0.0246;0.0684;0.0108;0.6446;63456;50063;0.0599;0.2655;0.0;0.0;"Middlebury College";0.0505;2513;26.0;0.0353;0.0;32.0;0.1321;0.0;11995.0;1394.0;18528.0;0.0;0.0;0.0;13177.0;13625.0;0.0;0.0507;0.0;50063;0.0369;0.0;38052.0;0.0;0.0184;0.0;0.0;0.0;0.0;0.0067;17222.0;0.0123;0.0492;20;705.0;0.0015;703.0;13966.0;0.0;57882;0.53432282;0.0;0.0;6497.5;0.0;0.0;0.0;0.0661;0.0661;6900.0;22775.0;6985.0;0.853;0.002;0.0943;0.0;685.0;0.1614;0.0;0.0115;5788.0;0.0;94718;0.0;10947;0.8441558442;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
231174;0.0;0.0514;0.0358;0.0949;0.0124;0.1005;0.0082;0.0275;0.0017;0.8178;30573;40364;0.0039;0.4313;0.0121;9.0;"University of Vermont";0.0316;10267;1946.0;0.0129;0.072;28.0;0.1022;0.0384;17903.0;1216.0;0.0;28.0;0.0;0.0;18691.0;22500.0;0.1126;0.0108;0.0;17300;0.0229;0.0;0.0;0.0002;0.0155;0.0;0.0;0.0;0.0;0.0639;17500.0;0.0;0.0613;20;595.0;0.0259;600.0;0.0;0.0121;92817;0.6014972646;26.0;0.0958;8250.0;0.06;0.0;0.0;0.0216;0.0289;17674.0;0.0;0.0;0.812;0.0009;0.0393;0.0;600.0;0.6894;0.0436;0.019;0.0;0.0065;112888;0.0;9947;0.9343507054;17831.0;"";"";10906.0;11641.0;15687.0;20255.0;24011.0;"";""
